supplier_id,contract_text,clause_risk_score
S_06484,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,50.85
S_06485,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,60.88
S_06486,Payment terms: net 30 days.,26.42
S_06487,Penalty clause included for delayed delivery. Payment terms: net 30 days.,24.06
S_06488,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,49.24
S_06489,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,41.47
S_06490,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,33.8
S_06491,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,18.69
S_06492,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,69.75
S_06493,Supplier notified raw material shortages causing delays.,47.94
S_06494,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,47.96
S_06495,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,59.36
S_06496,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,69.87
S_06497,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,42.11
S_06498,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,31.28
S_06499,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,41.36
S_06500,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,31.37
S_06501,Standard contract with net 30 payment terms.,33.17
S_06502,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,44.12
S_06503,Payment terms: net 30 days.,31.82
S_06504,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,72.4
S_06505,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,59.93
S_06506,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,35.19
S_06507,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,62.39
S_06508,Supplier notified raw material shortages causing delays.,43.76
S_06509,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,43.09
S_06510,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,16.5
S_06511,Payment terms: net 30 days.,30.48
S_06512,Penalty clause included for delayed delivery. Payment terms: net 30 days.,21.03
S_06513,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,43.92
S_06514,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,35.32
S_06515,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,58.49
S_06516,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,72.88
S_06517,No clear penalty clause; termination ambiguous.,57.48
S_06518,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,70.22
S_06519,Penalty clause included for delayed delivery. Payment terms: net 30 days.,15.83
S_06520,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,16.87
S_06521,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,30.51
S_06522,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,38.5
S_06523,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,57.69
S_06524,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,72.75
S_06525,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,34.25
S_06526,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,25.38
S_06527,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,40.07
S_06528,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,16.12
S_06529,Payment terms: net 30 days.,34.21
S_06530,Penalty clause included for delayed delivery. Payment terms: net 30 days.,23.29
S_06531,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,23.39
S_06532,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,35.13
S_06533,Payment terms: net 30 days.,25.05
S_06534,Long-term partnership clause with annual reviews.,30.4
S_06535,Long-term partnership clause with annual reviews.,34.69
S_06536,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,71.89
S_06537,Penalty clause included for delayed delivery. Payment terms: net 30 days.,17.72
S_06538,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,58.58
S_06539,No clear penalty clause; termination ambiguous.,51.93
S_06540,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,31.19
S_06541,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,55.68
S_06542,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,46.96
S_06543,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,37.37
S_06544,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,58.01
S_06545,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,44.52
S_06546,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,41.15
S_06547,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,45.78
S_06548,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,63.49
S_06549,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,56.84
S_06550,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,59.78
S_06551,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,34.31
S_06552,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,41.59
S_06553,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,64.58
S_06554,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,57.86
S_06555,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,32.61
S_06556,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,40.23
S_06557,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,59.4
S_06558,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,25.97
S_06559,Long-term partnership clause with annual reviews.,33.78
S_06560,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,74.77
S_06561,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,15.41
S_06562,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,30.75
S_06563,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,30.36
S_06564,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,32.26
S_06565,Payment terms: net 30 days.,25.84
S_06566,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,37.17
S_06567,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,73.36
S_06568,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,69.57
S_06569,Payment terms: net 30 days.,27.16
S_06570,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,16.05
S_06571,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,67.26
S_06572,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,32.17
S_06573,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,29.24
S_06574,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,45.93
S_06575,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,54.56
S_06576,Supplier notified raw material shortages causing delays.,46.33
S_06577,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,44.74
S_06578,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,37.2
S_06579,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,17.35
S_06580,Standard contract with net 30 payment terms.,26.17
S_06581,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,72.82
S_06582,Penalty clause included for delayed delivery.,18.59
S_06583,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,65.8
S_06584,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,48.01
S_06585,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,28.5
S_06586,Penalty clause included for delayed delivery. Payment terms: net 30 days.,22.71
S_06587,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,64.22
S_06588,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,42.85
S_06589,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,51.51
S_06590,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,32.23
S_06591,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,40.7
S_06592,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,56.84
S_06593,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,41.29
S_06594,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,47.59
S_06595,Payment terms: net 30 days.,25.41
S_06596,No clear penalty clause; termination ambiguous.,53.48
S_06597,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,62.72
S_06598,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,41.48
S_06599,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,56.77
S_06600,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,74.87
S_06601,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,33.19
S_06602,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,58.51
S_06603,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,66.53
S_06604,No clear penalty clause; termination ambiguous.,59.11
S_06605,Penalty clause included for delayed delivery. Payment terms: net 30 days.,18.9
S_06606,Penalty clause included for delayed delivery. Payment terms: net 30 days.,18.12
S_06607,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,16.06
S_06608,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,65.19
S_06609,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,24.88
S_06610,Payment terms: net 30 days.,29.46
S_06611,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,70.39
S_06612,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,42.24
S_06613,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,48.33
S_06614,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,68.49
S_06615,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,49.11
S_06616,Long-term partnership clause with annual reviews.,25.85
S_06617,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,67.15
S_06618,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,69.45
S_06619,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,31.83
S_06620,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,48.07
S_06621,Long-term partnership clause with annual reviews.,33.21
S_06622,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,60.09
S_06623,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,70.73
S_06624,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,72.86
S_06625,Payment terms: net 30 days.,29.65
S_06626,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,60.2
S_06627,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,45.71
S_06628,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,46.41
S_06629,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,72.53
S_06630,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,74.01
S_06631,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,56.06
S_06632,Penalty clause included for delayed delivery. Payment terms: net 30 days.,23.68
S_06633,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,15.07
S_06634,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,40.39
S_06635,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,44.41
S_06636,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,45.75
S_06637,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,64.38
S_06638,Long-term partnership clause with annual reviews.,32.69
S_06639,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,56.66
S_06640,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,44.34
S_06641,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,44.67
S_06642,Penalty clause included for delayed delivery. Payment terms: net 30 days.,17.79
S_06643,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,43.26
S_06644,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,47.21
S_06645,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,48.21
S_06646,Penalty clause included for delayed delivery.,15.39
S_06647,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,32.16
S_06648,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,55.02
S_06649,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,23.7
S_06650,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,34.82
S_06651,Penalty clause included for delayed delivery.,18.59
S_06652,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,37.66
S_06653,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,20.15
S_06654,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,58.33
S_06655,Penalty clause included for delayed delivery.,21.61
S_06656,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,68.61
S_06657,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,47.32
S_06658,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,48.13
S_06659,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,44.16
S_06660,Standard contract with net 30 payment terms.,25.84
S_06661,No clear penalty clause; termination ambiguous.,59.05
S_06662,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,57.18
S_06663,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,58.28
S_06664,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,49.54
S_06665,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,43.21
S_06666,No clear penalty clause; termination ambiguous.,58.57
S_06667,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,46.8
S_06668,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,60.52
S_06669,Standard contract with net 30 payment terms.,27.82
S_06670,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,55.9
S_06671,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,39.23
S_06672,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,32.32
S_06673,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,69.74
S_06674,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,35.08
S_06675,Payment terms: net 30 days.,32.63
S_06676,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,54.7
S_06677,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,36.19
S_06678,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,52.08
S_06679,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,62.81
S_06680,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,69.78
S_06681,Payment terms: net 30 days.,27.79
S_06682,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,31.22
S_06683,Standard contract with net 30 payment terms.,28.05
S_06684,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,57.98
S_06685,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,17.78
S_06686,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,60.64
S_06687,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,55.49
S_06688,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,58.38
S_06689,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,20.38
S_06690,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,37.36
S_06691,Supplier notified raw material shortages causing delays.,46.77
S_06692,Standard contract with net 30 payment terms.,27.74
S_06693,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,23.04
S_06694,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,65.57
S_06695,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,65.54
S_06696,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,55.53
S_06697,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,68.7
S_06698,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,74.79
S_06699,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,44.18
S_06700,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,38.94
S_06701,Penalty clause included for delayed delivery.,15.04
S_06702,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,27.47
S_06703,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,42.17
S_06704,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,46.84
S_06705,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,41.64
S_06706,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,59.18
S_06707,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,45.86
S_06708,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,59.27
S_06709,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,54.62
S_06710,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,57.05
S_06711,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,46.28
S_06712,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,38.9
S_06713,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,30.52
S_06714,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,48.11
S_06715,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,61.48
S_06716,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,67.51
S_06717,Standard contract with net 30 payment terms.,27.25
S_06718,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,66.66
S_06719,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,46.27
S_06720,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,38.0
S_06721,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,63.65
S_06722,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,60.91
S_06723,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,48.13
S_06724,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,66.65
S_06725,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,53.25
S_06726,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,72.61
S_06727,Supplier notified raw material shortages causing delays.,45.99
S_06728,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,54.56
S_06729,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,41.3
S_06730,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,69.43
S_06731,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,31.4
S_06732,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,58.15
S_06733,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,66.84
S_06734,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,19.61
S_06735,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,56.05
S_06736,No clear penalty clause; termination ambiguous.,51.41
S_06737,Supplier notified raw material shortages causing delays.,41.37
S_06738,Penalty clause included for delayed delivery.,18.68
S_06739,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,58.36
S_06740,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,60.87
S_06741,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,71.92
S_06742,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,62.93
S_06743,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,52.48
S_06744,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,45.67
S_06745,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,45.22
S_06746,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,45.29
S_06747,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,61.68
S_06748,Payment terms: net 30 days.,34.89
S_06749,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,31.85
S_06750,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,73.3
S_06751,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,32.24
S_06752,Long-term partnership clause with annual reviews.,29.3
S_06753,Standard contract with net 30 payment terms.,33.62
S_06754,Penalty clause included for delayed delivery.,17.58
S_06755,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,43.42
S_06756,Penalty clause included for delayed delivery. Payment terms: net 30 days.,20.12
S_06757,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,64.26
S_06758,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,40.87
S_06759,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,41.56
S_06760,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,49.28
S_06761,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,41.81
S_06762,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,59.86
S_06763,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,43.97
S_06764,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,37.68
S_06765,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,68.43
